ID,title,company,location,link,source,date_posted,work_type,employment_type
411,"Data Scientist, Fundamental Sector Data",CPP Investments | Investissements RPC,"New York, NY",https://www.linkedin.com/jobs/view/data-scientist-fundamental-sector-data-at-cpp-investments-investissements-rpc-4209335601,LinkedIn,15-04-2025,N/A,N/A
412,"Machine Learning Engineer (Berlin, Germany)",Enjins,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/machine-learning-engineer-berlin-germany-at-enjins-4209827103,LinkedIn,14-04-2025,N/A,N/A
413,Data Scientist,Mercedes-Benz Malaysia,"Puchong, Selangor, Malaysia",https://my.linkedin.com/jobs/view/data-scientist-at-mercedes-benz-malaysia-4211295851,LinkedIn,16-04-2025,N/A,N/A
414,Data Scientist (L5) - App QoE,Netflix,United States,https://www.linkedin.com/jobs/view/data-scientist-l5-app-qoe-at-netflix-4208340911,LinkedIn,17-04-2025,N/A,N/A
415,Data Scientist I,Pinterest,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-i-at-pinterest-4211726852,LinkedIn,16-04-2025,N/A,N/A
416,Data Scientist (Business Operations),Wolt,"Athens, Attiki, Greece",https://gr.linkedin.com/jobs/view/data-scientist-business-operations-at-wolt-4208416025,LinkedIn,14-04-2025,N/A,N/A
417,Junior Artificial Intelligence (AI) / Machine Learning (ML) Engineer,PingWind Inc. (SDVOSB),Washington DC-Baltimore Area,https://www.linkedin.com/jobs/view/junior-artificial-intelligence-ai-machine-learning-ml-engineer-at-pingwind-inc-sdvosb-4211917486,LinkedIn,16-04-2025,N/A,N/A
418,Junior Frontend Developer,Coca-Cola HBC,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-frontend-developer-at-coca-cola-hbc-4211485294,LinkedIn,16-04-2025,N/A,N/A
420,"Data Scientist, Product, Sustainability",Google,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-product-sustainability-at-google-4208950495,LinkedIn,15-04-2025,N/A,N/A
421,"Data Scientist, Product Analytics",Meta,"Chicago, IL",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4208158460,LinkedIn,16-04-2025,N/A,N/A
422,Data Scientist (Climate & Geospatial),PureFuel,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/data-scientist-climate-geospatial-at-purefuel-4209836942,LinkedIn,14-04-2025,N/A,N/A
423,Data Scientist Jr.,Kantar,"Mexico City, Mexico",https://mx.linkedin.com/jobs/view/data-scientist-jr-at-kantar-4210039929,LinkedIn,14-04-2025,N/A,N/A
424,Data Scientist,Largeton Group,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-at-largeton-group-4210911557,LinkedIn,15-04-2025,N/A,N/A
425,Cientista de Dados - EstÃ¡gio,SMi Engineering,"Santo AndrÃ©, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/cientista-de-dados-est%C3%A1gio-at-smi-engineering-4208855015,LinkedIn,15-04-2025,N/A,N/A
426,Machine Learning Engineer,Capgemini,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-capgemini-4208132113,LinkedIn,16-04-2025,N/A,N/A
427,Data Scientist (Entry Level),Network Recruitment,"City of Johannesburg, Gauteng, South Africa",https://za.linkedin.com/jobs/view/data-scientist-entry-level-at-network-recruitment-4207390072,LinkedIn,15-04-2025,N/A,N/A
428,Data Scientist,BBC,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-scientist-at-bbc-4207399145,LinkedIn,15-04-2025,N/A,N/A
429,Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-recro-4210174818,LinkedIn,17-04-2025,N/A,N/A
430,Product Data Scientist,Checkout.com,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/product-data-scientist-at-checkout-com-4210938199,LinkedIn,15-04-2025,N/A,N/A
431,Data Scientist,Capgemini Engineering,Canada,https://ca.linkedin.com/jobs/view/data-scientist-at-capgemini-engineering-4210408291,LinkedIn,17-04-2025,N/A,N/A
432,Data Scientist,Immersum,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/data-scientist-at-immersum-4209837600,LinkedIn,14-04-2025,N/A,N/A
433,Machine Learning Engineer,Infosys,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-infosys-4210551303,LinkedIn,15-04-2025,N/A,N/A
434,Research And Development Scientist,i-Pharm Consulting,"Slough, England, United Kingdom",https://uk.linkedin.com/jobs/view/research-and-development-scientist-at-i-pharm-consulting-4209309530,LinkedIn,15-04-2025,N/A,N/A
435,Data Scientist Senior - MLOps & Transformation (F/H),Renault Digital,"Boulogne-Billancourt, ÃŽle-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-senior-mlops-transformation-f-h-at-renault-digital-4212137137,LinkedIn,17-04-2025,N/A,N/A
437,Machine Learning Engineer,Jex - Recruitment for scaling businesses,"Dubai, United Arab Emirates",https://ae.linkedin.com/jobs/view/machine-learning-engineer-at-jex-recruitment-for-scaling-businesses-4210408142,LinkedIn,17-04-2025,N/A,N/A
439,Data Scientist,Jubilant FoodWorks Ltd.,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-jubilant-foodworks-ltd-4208162365,LinkedIn,16-04-2025,N/A,N/A
440,Junior Data Scientist,Discovery Limited,"Gauteng, South Africa",https://za.linkedin.com/jobs/view/junior-data-scientist-at-discovery-limited-4208647501,LinkedIn,17-04-2025,N/A,N/A
441,Data Scientist-1,FNB South Africa,"Johannesburg, Gauteng, South Africa",https://za.linkedin.com/jobs/view/data-scientist-1-at-fnb-south-africa-4210585489,LinkedIn,15-04-2025,N/A,N/A
442,Data Scientist,Astria Digital,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-astria-digital-4208100397,LinkedIn,16-04-2025,N/A,N/A
443,Data Scientist,Sigma Suisse,"Geneva, Switzerland",https://ch.linkedin.com/jobs/view/data-scientist-at-sigma-suisse-4208109300,LinkedIn,16-04-2025,N/A,N/A
444,Data Scientist Strategy & Value Creation Consulting,KPMG EspaÃ±a,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/data-scientist-strategy-value-creation-consulting-at-kpmg-espa%C3%B1a-4207636145,LinkedIn,15-04-2025,N/A,N/A
445,Data Scientist (m/f/d),roadsurfer,Spain,https://es.linkedin.com/jobs/view/data-scientist-m-f-d-at-roadsurfer-4211779688,LinkedIn,16-04-2025,N/A,N/A
446,Machine Learning Engineer,Circana,Greece,https://gr.linkedin.com/jobs/view/machine-learning-engineer-at-circana-4141678881,LinkedIn,16-04-2025,N/A,N/A
447,Data Scientist (AI/ML),Collabera,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-scientist-ai-ml-at-collabera-4208338429,LinkedIn,16-04-2025,N/A,N/A
448,Data Scientist/Sr Data Scientist,American Airlines,"Dallas, TX",https://www.linkedin.com/jobs/view/data-scientist-sr-data-scientist-at-american-airlines-4207369864,LinkedIn,15-04-2025,N/A,N/A
449,Machine Learning Engineer (Junior),LogicMatrix,"Florida, United States",https://www.linkedin.com/jobs/view/machine-learning-engineer-junior-at-logicmatrix-4210171885,LinkedIn,17-04-2025,N/A,N/A
450,Machine Learning Engineer,Neotalent Conclusion,Lisbon Metropolitan Area,https://pt.linkedin.com/jobs/view/machine-learning-engineer-at-neotalent-conclusion-4210910657,LinkedIn,15-04-2025,N/A,N/A
451,AI/ML Developer,SWITS DIGITAL Private Limited,India,https://in.linkedin.com/jobs/view/ai-ml-developer-at-swits-digital-private-limited-4212121654,LinkedIn,17-04-2025,N/A,N/A
452,Machine Learning Engineer,Neotalent Conclusion,Porto Metropolitan Area,https://pt.linkedin.com/jobs/view/machine-learning-engineer-at-neotalent-conclusion-4210914223,LinkedIn,15-04-2025,N/A,N/A
453,AI/ML Researcher,Seer,San Francisco Bay Area,https://www.linkedin.com/jobs/view/ai-ml-researcher-at-seer-4211740993,LinkedIn,16-04-2025,N/A,N/A
454,Data Scientist,Aditi Consulting,"California, United States",https://www.linkedin.com/jobs/view/data-scientist-at-aditi-consulting-4205957397,LinkedIn,10-04-2025,N/A,N/A
455,Data Scientist,Camping World,Greater Chicago Area,https://www.linkedin.com/jobs/view/data-scientist-at-camping-world-4209794873,LinkedIn,16-04-2025,N/A,N/A
456,Data Scientist,Krungthai Bank,Bangkok Metropolitan Area,https://th.linkedin.com/jobs/view/data-scientist-at-krungthai-bank-4211260779,LinkedIn,16-04-2025,N/A,N/A
457,Machine Learning Engineer,CXC,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/machine-learning-engineer-at-cxc-4208660159,LinkedIn,17-04-2025,N/A,N/A
458,"Data Scientist, Consumer Research & Marketing",Handshake,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-consumer-research-marketing-at-handshake-4191343558,LinkedIn,13-04-2025,N/A,N/A
459,"Data Scientist, Product Analytics",Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4166293040,LinkedIn,14-04-2025,N/A,N/A
460,"Data Scientist, Product Analytics",Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4143731182,LinkedIn,14-04-2025,N/A,N/A
461,"Data Scientist, Product Analytics",Meta,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4181335965,LinkedIn,14-04-2025,N/A,N/A
462,"Data Scientist, Product Analytics",Meta,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4152204588,LinkedIn,14-04-2025,N/A,N/A
463,"Data Scientist, Marketing",Wealthfront,"Palo Alto, CA",https://www.linkedin.com/jobs/view/data-scientist-marketing-at-wealthfront-4187176363,LinkedIn,11-04-2025,N/A,N/A
464,"Data Scientist, Product Analytics",Meta,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187595834,LinkedIn,14-04-2025,N/A,N/A
465,Machine Learning Engineer,Netflix,United States,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-netflix-4118831761,LinkedIn,17-04-2025,N/A,N/A
467,"Data Scientist, Product Analytics",Meta,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187900499,LinkedIn,14-04-2025,N/A,N/A
469,Data Scientist,Meta,"Fremont, CA",https://www.linkedin.com/jobs/view/data-scientist-at-meta-4150246993,LinkedIn,14-04-2025,N/A,N/A
470,"Data Scientist, Product Analytics",Meta,"Menlo Park, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187902063,LinkedIn,14-04-2025,N/A,N/A
472,"Data Scientist, Product Analytics",Meta,"Austin, TX",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187594995,LinkedIn,14-04-2025,N/A,N/A
473,"Data Scientist, Product Analytics",Meta,"Burlingame, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187594996,LinkedIn,14-04-2025,N/A,N/A
474,"Data Scientist, Product Analytics",Meta,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187599591,LinkedIn,14-04-2025,N/A,N/A
476,"Data Scientist, Product Analytics",Meta,"Menlo Park, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120823583,LinkedIn,14-04-2025,N/A,N/A
477,"Data Scientist, Product Analytics",Meta,"Washington, DC",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4134650573,LinkedIn,14-04-2025,N/A,N/A
478,AI Engineer,LinkedIn,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/ai-engineer-at-linkedin-4210111046,LinkedIn,16-04-2025,N/A,N/A
479,Data Scientist,Meta,"Menlo Park, CA",https://www.linkedin.com/jobs/view/data-scientist-at-meta-4145817546,LinkedIn,14-04-2025,N/A,N/A
480,"Data Scientist, Product Analytics",Meta,"Redmond, WA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187902062,LinkedIn,14-04-2025,N/A,N/A
481,"Data Scientist III, Product, Operations Data Science",Google,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-scientist-iii-product-operations-data-science-at-google-4185769931,LinkedIn,12-04-2025,N/A,N/A
482,"Data Scientist, Product Analytics",Meta,"Los Angeles, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120828052,LinkedIn,14-04-2025,N/A,N/A
483,"Data Scientist, Product Analytics",Meta,"Washington, DC",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120826323,LinkedIn,14-04-2025,N/A,N/A
484,"Data Scientist III, Product, Operations Data Science",Google,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-iii-product-operations-data-science-at-google-4185775057,LinkedIn,12-04-2025,N/A,N/A
486,"Data Scientist, Product Analytics",Meta,"Fremont, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4182238808,LinkedIn,14-04-2025,N/A,N/A
488,"Data Scientist, Product Analytics",Meta,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120820942,LinkedIn,14-04-2025,N/A,N/A
496,Machine Learning Software Engineer (L5) - Content and Studio,Netflix,United States,https://www.linkedin.com/jobs/view/machine-learning-software-engineer-l5-content-and-studio-at-netflix-4169603732,LinkedIn,12-04-2025,N/A,N/A
497,"Data Scientist, Product Analytics",Meta,"Austin, TX",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120823619,LinkedIn,14-04-2025,N/A,N/A
499,Data Scientist III (Commercial Analytics),Cedar,United States,https://www.linkedin.com/jobs/view/data-scientist-iii-commercial-analytics-at-cedar-4186268414,LinkedIn,10-04-2025,N/A,N/A
577,Data Engineer (L5) - Conversation,Netflix,Utica-Rome Area,https://www.linkedin.com/jobs/view/data-engineer-l5-conversation-at-netflix-4188391146,LinkedIn,12-04-2025,N/A,N/A
578,Data Engineer (L4) - Security,Netflix,"Los Gatos, CA",https://www.linkedin.com/jobs/view/data-engineer-l4-security-at-netflix-4148718851,LinkedIn,17-04-2025,N/A,N/A
579,Data Engineer,Meta,"Fremont, CA",https://www.linkedin.com/jobs/view/data-engineer-at-meta-4175772202,LinkedIn,14-04-2025,N/A,N/A
580,"Data Engineer, Play Data Science and Analytics",Google,"Mountain View, CA",https://www.linkedin.com/jobs/view/data-engineer-play-data-science-and-analytics-at-google-4186705471,LinkedIn,12-04-2025,N/A,N/A
581,Data Engineer,Barstool Sports,"New York, NY",https://www.linkedin.com/jobs/view/data-engineer-at-barstool-sports-4207131366,LinkedIn,11-04-2025,N/A,N/A
582,Data Engineer,Calm,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-at-calm-4209889344,LinkedIn,14-04-2025,N/A,N/A
583,"Data Engineer, Infrastructure",Notion,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-infrastructure-at-notion-4193507738,LinkedIn,16-04-2025,N/A,N/A
584,ML Software Engineer (L4/L5) - Media Algorithms,Netflix,"Los Angeles, CA",https://www.linkedin.com/jobs/view/ml-software-engineer-l4-l5-media-algorithms-at-netflix-4190175859,LinkedIn,15-04-2025,N/A,N/A
585,Data Engineer,Costco Wholesale,"Seattle, WA",https://www.linkedin.com/jobs/view/data-engineer-at-costco-wholesale-4190735832,LinkedIn,12-04-2025,N/A,N/A
586,Analytics Engineer (L4) - Acquisition,Netflix,"Los Gatos, CA",https://www.linkedin.com/jobs/view/analytics-engineer-l4-acquisition-at-netflix-4207666895,LinkedIn,16-04-2025,N/A,N/A
587,Data Engineer,Meta,"Menlo Park, CA",https://www.linkedin.com/jobs/view/data-engineer-at-meta-4120825524,LinkedIn,14-04-2025,N/A,N/A
588,Data Engineer,Meta,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-engineer-at-meta-4120830080,LinkedIn,14-04-2025,N/A,N/A
589,Data Engineer,Walgreens,"Deerfield, IL",https://www.linkedin.com/jobs/view/data-engineer-at-walgreens-4206524431,LinkedIn,10-04-2025,N/A,N/A
590,"Data Engineer, Product Analytics",Meta,"Los Angeles, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120829089,LinkedIn,14-04-2025,N/A,N/A
591,Data Engineer,PepsiCo,"Plano, TX",https://www.linkedin.com/jobs/view/data-engineer-at-pepsico-3998840084,LinkedIn,12-04-2025,N/A,N/A
592,Data Engineer I (Full Time) United States,Cisco,"San Jose, CA",https://www.linkedin.com/jobs/view/data-engineer-i-full-time-united-states-at-cisco-4211425869,LinkedIn,16-04-2025,N/A,N/A
593,"Software Engineer L4, Machine Learning Platform (Metaflow)",Netflix,"Los Gatos, CA",https://www.linkedin.com/jobs/view/software-engineer-l4-machine-learning-platform-metaflow-at-netflix-4169608328,LinkedIn,12-04-2025,N/A,N/A
594,"Data Engineer, Product Analytics",Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120825482,LinkedIn,14-04-2025,N/A,N/A
595,Data Engineer,Amazon,"Seattle, WA",https://www.linkedin.com/jobs/view/data-engineer-at-amazon-4092612147,LinkedIn,11-04-2025,N/A,N/A
596,Data Engineer I (Full Time) United States,Cisco,"North Carolina, United States",https://www.linkedin.com/jobs/view/data-engineer-i-full-time-united-states-at-cisco-4211037831,LinkedIn,15-04-2025,N/A,N/A
597,"Data Engineer, Product Analytics",Meta,"Fremont, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4189151356,LinkedIn,14-04-2025,N/A,N/A
598,"Software Engineer 5, Data Clean Room",Netflix,"Seattle, WA",https://www.linkedin.com/jobs/view/software-engineer-5-data-clean-room-at-netflix-4187599010,LinkedIn,11-04-2025,N/A,N/A
599,Senior Data Engineer,Acorns,United States,https://www.linkedin.com/jobs/view/senior-data-engineer-at-acorns-4170197069,LinkedIn,11-04-2025,N/A,N/A
600,Data Engineer Graduate (Ads Data Application) - 2025 Start (BS/MS),TikTok,"San Jose, CA",https://www.linkedin.com/jobs/view/data-engineer-graduate-ads-data-application-2025-start-bs-ms-at-tiktok-4186476591,LinkedIn,11-04-2025,N/A,N/A
601,"Data Engineer, Product Analytics",Meta,"Miami, FL",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4183214357,LinkedIn,14-04-2025,N/A,N/A
602,"Data Engineer, Product Analytics",Meta,"Redmond, WA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120828077,LinkedIn,14-04-2025,N/A,N/A
603,Data Engineer,Amazon,"Cupertino, CA",https://www.linkedin.com/jobs/view/data-engineer-at-amazon-4092606962,LinkedIn,13-04-2025,N/A,N/A
604,"Senior, Data Engineer",Walmart,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-walmart-4145026955,LinkedIn,10-04-2025,N/A,N/A
605,"Data Engineer, Product Analytics",Meta,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4188685175,LinkedIn,14-04-2025,N/A,N/A
606,"Software Engineer, AI Platform - New Grad",Nuro,"Mountain View, CA",https://www.linkedin.com/jobs/view/software-engineer-ai-platform-new-grad-at-nuro-4191146990,LinkedIn,16-04-2025,N/A,N/A
607,"Data Engineer, Product Analytics",Meta,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120827290,LinkedIn,14-04-2025,N/A,N/A
608,Data Engineer - People Analytics,Twitch,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-people-analytics-at-twitch-4174499945,LinkedIn,16-04-2025,N/A,N/A
609,"Data Engineer, E-Commerce",TikTok,"Seattle, WA",https://www.linkedin.com/jobs/view/data-engineer-e-commerce-at-tiktok-4076503911,LinkedIn,13-04-2025,N/A,N/A
610,"Data Engineer, Product Analytics",Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4150247865,LinkedIn,14-04-2025,N/A,N/A
611,"Data Engineer, VX Analytics",The Walt Disney Company,"Santa Monica, CA",https://www.linkedin.com/jobs/view/data-engineer-vx-analytics-at-the-walt-disney-company-4209063376,LinkedIn,13-04-2025,N/A,N/A
612,Sr. Data Engineer,Ford Motor Company,"Dearborn, MI",https://www.linkedin.com/jobs/view/sr-data-engineer-at-ford-motor-company-4190609753,LinkedIn,12-04-2025,N/A,N/A
613,Data Engineer III,Walmart,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-engineer-iii-at-walmart-4056191928,LinkedIn,14-04-2025,N/A,N/A
614,"Data Engineer, Product Analytics",Meta,"Austin, TX",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120826371,LinkedIn,14-04-2025,N/A,N/A
615,"Data Engineer, Product Analytics",Meta,"Washington, DC",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120823612,LinkedIn,14-04-2025,N/A,N/A
616,"Data Engineer, Product Analytics",Meta,United States,https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4197549737,LinkedIn,14-04-2025,N/A,N/A
617,Data Engineer,Snap Inc.,"Los Angeles, CA",https://www.linkedin.com/jobs/view/data-engineer-at-snap-inc-4211900729,LinkedIn,16-04-2025,N/A,N/A
618,"Data Engineer, Product Analytics",Meta,"Fremont, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4137886478,LinkedIn,14-04-2025,N/A,N/A
619,"Data Engineer, Product Analytics",Meta,"Menlo Park, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120825489,LinkedIn,14-04-2025,N/A,N/A
620,"Data Engineer, Product Analytics",Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4176383858,LinkedIn,14-04-2025,N/A,N/A
621,"Data Engineer, Analytics (Technical Leadership)",Instagram,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-analytics-technical-leadership-at-instagram-4175770227,LinkedIn,14-04-2025,N/A,N/A
622,"Remote Engineer, Data, I",Lensa,"Plano, TX",https://www.linkedin.com/jobs/view/remote-engineer-data-i-at-lensa-4210124844,LinkedIn,16-04-2025,N/A,N/A
623,"Data Engineer, Analytics (Technical Leadership)",Instagram,"New York, NY",https://www.linkedin.com/jobs/view/data-engineer-analytics-technical-leadership-at-instagram-4139142257,LinkedIn,14-04-2025,N/A,N/A
624,"Data Engineer, Product Analytics",Meta,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4175821156,LinkedIn,14-04-2025,N/A,N/A
625,"Sr. Data Engineer, Analytics",Quizlet,"New York, NY",https://www.linkedin.com/jobs/view/sr-data-engineer-analytics-at-quizlet-4190152801,LinkedIn,15-04-2025,N/A,N/A
626,"Data Engineer, Product Analytics",Meta,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120822651,LinkedIn,14-04-2025,N/A,N/A
627,Data Engineer Jr.,CGI,"Arlington, VA",https://www.linkedin.com/jobs/view/data-engineer-jr-at-cgi-4203421889,LinkedIn,15-04-2025,N/A,N/A
628,Data Engineer,Amazon,"New York, United States",https://www.linkedin.com/jobs/view/data-engineer-at-amazon-4211409419,LinkedIn,16-04-2025,N/A,N/A
629,"Data Engineer, Product Analytics",Meta,"Seattle, WA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120825493,LinkedIn,14-04-2025,N/A,N/A
630,Data Engineer - Subscriptions,Spotify,"New York, NY",https://www.linkedin.com/jobs/view/data-engineer-subscriptions-at-spotify-4211446854,LinkedIn,16-04-2025,N/A,N/A
631,"Data Engineer, Product Analytics",Meta,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4120822724,LinkedIn,14-04-2025,N/A,N/A
632,"Data Engineer, E-Commerce",TikTok,"San Jose, CA",https://www.linkedin.com/jobs/view/data-engineer-e-commerce-at-tiktok-4107748614,LinkedIn,14-04-2025,N/A,N/A
633,"Data Engineer, Digital Acceleration",Amazon,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-engineer-digital-acceleration-at-amazon-4188975977,LinkedIn,10-04-2025,N/A,N/A
634,(USA) Data Engineer III,Walmart,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/usa-data-engineer-iii-at-walmart-4159343646,LinkedIn,10-04-2025,N/A,N/A
636,Data Engineer (University Grad),WhatsApp,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-engineer-university-grad-at-whatsapp-4206344531,LinkedIn,14-04-2025,N/A,N/A
639,"Data Engineer I, IN-Ads",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-i-in-ads-at-amazon-4167822191,LinkedIn,10-04-2025,N/A,N/A
640,Data Engineer - Python,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-python-at-ericsson-4188539278,LinkedIn,15-04-2025,N/A,N/A
642,Data Engineer with Python + SQL,Cognizant,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-with-python-%2B-sql-at-cognizant-4187330659,LinkedIn,13-04-2025,N/A,N/A
646,Data Engineer,Capgemini,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-capgemini-4207775255,LinkedIn,11-04-2025,N/A,N/A
647,Data Engineer,PwC Acceleration Centers,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-pwc-acceleration-centers-4208018403,LinkedIn,14-04-2025,N/A,N/A
648,"Data Engineer, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4178258918,LinkedIn,14-04-2025,N/A,N/A
649,"Data Engineer, Marketplace",Lyft,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-engineer-marketplace-at-lyft-4190693584,LinkedIn,12-04-2025,N/A,N/A
650,Data Engineer,Docusign,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-docusign-4175028726,LinkedIn,15-04-2025,N/A,N/A
651,Data Engineer,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4205699314,LinkedIn,11-04-2025,N/A,N/A
653,Data Engineer,Thomson Reuters,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-thomson-reuters-4189406163,LinkedIn,11-04-2025,N/A,N/A
654,Data Engineer,Thomson Reuters,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-thomson-reuters-4189406173,LinkedIn,11-04-2025,N/A,N/A
655,UK 2025 Data Engineer Internship,Amazon,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/uk-2025-data-engineer-internship-at-amazon-4172831195,LinkedIn,16-04-2025,N/A,N/A
656,Data Engineer,ASOS.com,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-engineer-at-asos-com-4208875617,LinkedIn,15-04-2025,N/A,N/A
657,Infrastructure Partner Data Engineer,Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/infrastructure-partner-data-engineer-at-google-4175182994,LinkedIn,17-04-2025,N/A,N/A
658,Data Engineer,Ericsson,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-engineer-at-ericsson-4187762871,LinkedIn,14-04-2025,N/A,N/A
659,"Data Engineer I, SCOT - AIM",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-i-scot-aim-at-amazon-4190416793,LinkedIn,12-04-2025,N/A,N/A
